Total duration: 1611.84 seconds
ClientID,QueryFile,Status,ExecutionTime
2,query_81.sql,success,24.020323753356934
0,query_99.sql,success,40.36029124259949
0,query_81.sql,success,46.83690285682678
1,query_62.sql,success,54.17514657974243
3,query_90.sql,success,61.59568381309509
2,query_99.sql,success,63.618085622787476
3,query_99.sql,success,78.82887244224548
2,query_56.sql,success,92.57993698120117
2,query_73.sql,success,92.65132236480713
2,query_65.sql,success,100.09946322441101
2,query_43.sql,success,109.78993701934814
3,query_2.sql,success,114.3119797706604
1,query_18.sql,success,122.36898493766785
1,query_92.sql,success,122.4545648097992
0,query_85.sql,success,131.41071844100952
1,query_2.sql,success,113.8205816745758
2,query_59.sql,success,174.2999107837677
3,query_22.sql,success,176.46761178970337
2,query_48.sql,success,200.14983534812927
2,query_19.sql,success,216.42039465904236
2,query_30.sql,success,42.7712664604187
3,query_68.sql,success,231.51228857040405
0,query_73.sql,success,101.39258193969727
1,query_59.sql,success,110.95093441009521
2,query_46.sql,success,240.2602572441101
0,query_68.sql,success,253.06264543533325
2,query_90.sql,success,42.99144148826599
3,query_43.sql,success,89.16279172897339
2,query_28.sql,success,276.79404401779175
1,query_80.sql,success,278.89090943336487
1,query_61.sql,success,283.6032888889313
3,query_87.sql,success,286.89715695381165
0,query_35.sql,timeout,300
3,query_69.sql,timeout,300
3,query_9.sql,timeout,300
0,query_80.sql,timeout,300
3,query_16.sql,timeout,300
0,query_82.sql,timeout,300
3,query_58.sql,timeout,300
1,query_21.sql,timeout,300
2,query_89.sql,timeout,300
0,query_7.sql,timeout,300
2,query_8.sql,timeout,300
0,query_89.sql,timeout,300
0,query_9.sql,timeout,300
0,query_87.sql,timeout,300
0,query_74.sql,timeout,300
3,query_23.sql,timeout,300
1,query_67.sql,timeout,300
3,query_78.sql,timeout,300
1,query_57.sql,timeout,300
3,query_12.sql,timeout,300
0,query_98.sql,timeout,300
1,query_1.sql,timeout,300
1,query_19.sql,timeout,300
1,query_25.sql,timeout,300
1,query_20.sql,timeout,300
3,query_51.sql,timeout,300
2,query_1.sql,timeout,300
1,query_70.sql,timeout,300
3,query_31.sql,timeout,300
1,query_29.sql,timeout,300
2,query_12.sql,timeout,300
1,query_5.sql,timeout,300
0,query_11.sql,timeout,300
3,query_95.sql,timeout,300
1,query_4.sql,timeout,300
0,query_72.sql,timeout,300
2,query_72.sql,timeout,300
0,query_22.sql,timeout,300
0,query_79.sql,success,84.13129472732544
2,query_69.sql,timeout,300
2,query_66.sql,success,37.560882568359375
0,query_40.sql,timeout,300
0,query_6.sql,timeout,300
3,query_60.sql,timeout,300
0,query_90.sql,success,62.476601123809814
2,query_70.sql,timeout,300
0,query_2.sql,success,65.58700227737427
3,query_82.sql,timeout,300
3,query_61.sql,success,102.06304287910461
3,query_84.sql,success,92.10481595993042
2,query_53.sql,timeout,300
2,query_50.sql,timeout,300
0,query_92.sql,success,94.96989321708679
2,query_10.sql,timeout,300
2,query_47.sql,timeout,300
3,query_38.sql,timeout,300
1,query_56.sql,success,116.95690488815308
1,query_75.sql,timeout,300
2,query_92.sql,success,42.27008128166199
3,query_33.sql,success,136.38373589515686
3,query_76.sql,success,210.8885681629181
1,query_48.sql,success,167.4914107322693
1,query_85.sql,timeout,300
3,query_62.sql,success,31.742295742034912
1,query_22.sql,success,189.6459002494812
2,query_71.sql,timeout,300
1,query_79.sql,success,216.9674859046936
3,query_59.sql,success,217.13445353507996
2,query_24.sql,timeout,300
0,query_59.sql,success,225.8214235305786
0,query_91.sql,success,5.162345886230469
0,query_46.sql,success,232.36812114715576
1,query_53.sql,timeout,300
2,query_64.sql,timeout,300
0,query_50.sql,timeout,300
2,query_20.sql,timeout,300
2,query_60.sql,success,241.5327706336975
3,query_21.sql,timeout,300
1,query_7.sql,success,270.4140682220459
2,query_63.sql,timeout,300
0,query_60.sql,success,212.3521819114685
1,query_9.sql,timeout,300
0,query_33.sql,success,284.5876100063324
3,query_27.sql,success,286.7878875732422
3,query_56.sql,success,212.97474098205566
2,query_34.sql,success,98.8017930984497
0,query_63.sql,timeout,300
3,query_97.sql,timeout,300
2,query_29.sql,timeout,300
0,query_28.sql,timeout,300
2,query_36.sql,timeout,300
1,query_14.sql,timeout,300
1,query_6.sql,timeout,300
3,query_39.sql,timeout,300
0,query_10.sql,timeout,300
3,query_47.sql,timeout,300
3,query_49.sql,timeout,300
1,query_52.sql,timeout,300
1,query_8.sql,timeout,300
3,query_72.sql,timeout,300
0,query_49.sql,timeout,300
2,query_35.sql,timeout,300
0,query_53.sql,timeout,300
3,query_98.sql,timeout,300
1,query_98.sql,timeout,300
1,query_3.sql,timeout,300
1,query_10.sql,timeout,300
0,query_12.sql,timeout,300
2,query_40.sql,timeout,300
3,query_93.sql,success,8.881366729736328
3,query_73.sql,success,98.51973581314087
0,query_24.sql,timeout,300
3,query_81.sql,success,30.781074047088623
1,query_46.sql,success,128.81539106369019
2,query_93.sql,success,22.488877534866333
2,query_11.sql,timeout,300
2,query_62.sql,success,39.37216758728027
0,query_36.sql,timeout,300
3,query_26.sql,success,167.01666617393494
0,query_15.sql,success,41.22736096382141
0,query_97.sql,timeout,300
0,query_84.sql,success,76.58519864082336
2,query_85.sql,success,262.3837194442749
1,query_90.sql,success,55.868891954422
2,query_13.sql,success,94.90820074081421
3,query_83.sql,timeout,300
3,query_19.sql,success,225.32746005058289
0,query_21.sql,timeout,300
2,query_74.sql,timeout,300
1,query_43.sql,success,48.60771369934082
0,query_48.sql,success,76.24929070472717
1,query_84.sql,success,76.85856580734253
0,query_76.sql,success,150.24193930625916
3,query_92.sql,success,87.67019152641296
3,query_25.sql,timeout,300
3,query_40.sql,timeout,300
0,query_38.sql,timeout,300
3,query_91.sql,success,6.371613025665283
2,query_3.sql,timeout,300
0,query_56.sql,success,167.8936517238617
2,query_55.sql,success,124.61810827255249
2,query_42.sql,timeout,300
3,query_57.sql,timeout,300
1,query_36.sql,timeout,300
3,query_32.sql,success,117.02816939353943
3,query_66.sql,success,30.246983289718628
0,query_13.sql,success,167.53110480308533
1,query_82.sql,timeout,300
3,query_5.sql,success,159.18295240402222
2,query_58.sql,timeout,300
1,query_34.sql,success,90.10809969902039
1,query_11.sql,timeout,300
0,query_5.sql,success,136.95499753952026
2,query_15.sql,success,23.557015657424927
1,query_38.sql,success,180.84418773651123
1,query_33.sql,success,97.313303232193
1,query_40.sql,timeout,300
3,query_13.sql,success,169.43523240089417
0,query_55.sql,success,131.26203966140747
2,query_68.sql,success,150.1424539089203
1,query_95.sql,success,212.84674859046936
1,query_51.sql,timeout,300
2,query_38.sql,timeout,300
0,query_19.sql,success,239.9930703639984
2,query_45.sql,success,43.85911703109741
0,query_26.sql,success,131.45238780975342
0,query_95.sql,success,191.74084067344666
1,query_54.sql,timeout,300
1,query_55.sql,success,236.54650950431824
2,query_98.sql,timeout,300
2,query_26.sql,success,133.8015546798706
0,query_30.sql,success,19.950373649597168
1,query_64.sql,success,250.20108461380005
1,query_26.sql,success,103.12312078475952
1,query_91.sql,success,2.7754485607147217
2,query_14.sql,timeout,300
0,query_62.sql,success,15.34779143333435
1,query_50.sql,timeout,300
0,query_27.sql,success,291.41194701194763
3,query_17.sql,timeout,300
0,query_71.sql,success,291.84985971450806
3,query_96.sql,success,281.17547702789307
2,query_86.sql,timeout,300
2,query_21.sql,timeout,300
0,query_86.sql,timeout,300
3,query_67.sql,timeout,300
3,query_20.sql,timeout,300
2,query_39.sql,timeout,300
1,query_89.sql,timeout,300
1,query_31.sql,timeout,300
0,query_70.sql,timeout,300
3,query_55.sql,success,240.42689538002014
2,query_79.sql,success,63.51025938987732
3,query_36.sql,timeout,300
1,query_73.sql,success,60.04317307472229
3,query_48.sql,success,143.639315366745
3,query_88.sql,timeout,300
1,query_81.sql,success,17.51554799079895
1,query_93.sql,success,18.074841022491455
2,query_83.sql,timeout,300
2,query_96.sql,success,271.0188148021698
3,query_45.sql,success,38.806212186813354
0,query_42.sql,success,243.61106705665588
2,query_37.sql,timeout,300
3,query_53.sql,timeout,300
2,query_61.sql,success,112.24802851676941
0,query_83.sql,timeout,300
1,query_66.sql,success,31.596128225326538
0,query_20.sql,timeout,300
2,query_88.sql,timeout,300
2,query_7.sql,timeout,300
3,query_44.sql,timeout,300
0,query_29.sql,timeout,300
0,query_58.sql,timeout,300
1,query_83.sql,timeout,300
0,query_66.sql,success,23.430354118347168
0,query_4.sql,timeout,300
3,query_6.sql,timeout,300
3,query_11.sql,timeout,300
2,query_9.sql,timeout,300
2,query_23.sql,timeout,300
1,query_42.sql,success,188.98261904716492
3,query_89.sql,timeout,300
1,query_27.sql,success,199.91746377944946
3,query_94.sql,timeout,300
1,query_35.sql,timeout,300
3,query_8.sql,timeout,300
0,query_8.sql,timeout,300
1,query_77.sql,timeout,300
3,query_86.sql,timeout,300
3,query_15.sql,success,19.05700969696045
1,query_13.sql,success,115.38942193984985
1,query_71.sql,timeout,300
2,query_76.sql,success,98.34849786758423
0,query_67.sql,timeout,300
3,query_65.sql,success,166.35101294517517
2,query_27.sql,timeout,300
1,query_97.sql,timeout,300
1,query_37.sql,timeout,300
1,query_88.sql,timeout,300
0,query_75.sql,timeout,300
1,query_15.sql,success,63.78010869026184
3,query_30.sql,success,58.22767782211304
1,query_45.sql,success,141.58438539505005
2,query_97.sql,success,275.38884687423706
2,query_95.sql,success,234.4499843120575
1,query_99.sql,success,43.78880572319031
3,query_64.sql,success,209.19862174987793
0,query_25.sql,timeout,300
0,query_51.sql,timeout,300
1,query_17.sql,timeout,300
1,query_49.sql,timeout,300
2,query_49.sql,timeout,300
0,query_43.sql,success,170.61455655097961
2,query_2.sql,success,92.48205637931824
3,query_34.sql,success,95.44901061058044
1,query_23.sql,timeout,300
0,query_64.sql,success,220.06613898277283
0,query_88.sql,timeout,300
3,query_18.sql,success,133.30969190597534
1,query_39.sql,timeout,300
1,query_32.sql,success,195.38495326042175
0,query_94.sql,timeout,300
0,query_52.sql,timeout,300
2,query_67.sql,timeout,300
2,query_33.sql,timeout,300
0,query_31.sql,timeout,300
3,query_28.sql,timeout,300
3,query_71.sql,timeout,300
2,query_75.sql,timeout,300
3,query_85.sql,success,183.6421775817871
3,query_54.sql,timeout,300
0,query_39.sql,timeout,300
2,query_91.sql,success,3.540081024169922
2,query_82.sql,timeout,300
