Total duration: 784.56 seconds
ClientID,QueryFile,Status,ExecutionTime
1,query_91.sql,success,1.0802497863769531
2,query_93.sql,success,2.9904768466949463
3,query_30.sql,success,3.2904934883117676
3,query_81.sql,success,3.7470810413360596
2,query_15.sql,success,4.8671839237213135
3,query_99.sql,success,12.441439628601074
2,query_90.sql,success,11.80827283859253
0,query_79.sql,success,14.965301752090454
1,query_73.sql,success,15.570899486541748
3,query_13.sql,success,17.692740201950073
1,query_68.sql,success,19.244062662124634
0,query_61.sql,success,23.05090618133545
1,query_55.sql,success,28.385915756225586
2,query_55.sql,success,28.748800039291382
1,query_60.sql,success,32.45232057571411
2,query_34.sql,success,17.992979288101196
0,query_13.sql,success,35.888004541397095
0,query_33.sql,success,37.32284212112427
1,query_65.sql,success,39.40992975234985
3,query_60.sql,success,37.7937753200531
3,query_76.sql,success,41.77619647979736
3,query_97.sql,success,42.44611883163452
3,query_65.sql,success,42.41370511054993
1,query_92.sql,success,10.189027309417725
0,query_26.sql,success,42.809454917907715
0,query_87.sql,success,45.731547832489014
1,query_81.sql,success,7.358969211578369
3,query_93.sql,success,5.749631881713867
1,query_71.sql,success,47.79847979545593
1,query_52.sql,success,50.6050763130188
2,query_48.sql,success,46.55298376083374
3,query_42.sql,success,53.34962058067322
2,query_95.sql,success,54.2236762046814
0,query_97.sql,success,57.12511372566223
3,query_15.sql,success,10.367047786712646
0,query_59.sql,success,22.566932916641235
2,query_99.sql,success,19.120468616485596
1,query_97.sql,success,50.5824236869812
2,query_28.sql,success,79.1806046962738
2,query_79.sql,success,25.30219292640686
0,query_45.sql,success,11.311786890029907
0,query_8.sql,success,79.7024974822998
3,query_79.sql,success,16.240514993667603
1,query_38.sql,success,81.0793125629425
2,query_80.sql,success,81.81998801231384
0,query_70.sql,success,82.50484585762024
3,query_7.sql,success,83.70209765434265
0,query_95.sql,success,47.84881138801575
2,query_38.sql,success,87.30440044403076
3,query_38.sql,success,78.43826794624329
3,query_64.sql,success,92.54324436187744
0,query_28.sql,success,78.33541250228882
2,query_10.sql,success,93.36096620559692
0,query_43.sql,success,14.050099611282349
1,query_83.sql,success,98.59528851509094
0,query_90.sql,success,13.67668104171753
2,query_81.sql,success,6.471492052078247
3,query_34.sql,success,10.472141742706299
1,query_74.sql,success,107.37864327430725
3,query_85.sql,success,19.638762712478638
2,query_3.sql,success,111.95503258705139
0,query_42.sql,success,32.11674213409424
0,query_65.sql,success,25.653210401535034
3,query_70.sql,success,80.16753816604614
3,query_83.sql,success,124.60223627090454
0,query_86.sql,success,129.17272853851318
2,query_83.sql,success,132.35250163078308
