Total duration: 3144.77 seconds
ClientID,QueryFile,Status,ExecutionTime
1,query_66.sql,success,22.73871660232544
1,query_93.sql,success,30.249929666519165
2,query_93.sql,success,42.120152950286865
2,query_66.sql,success,42.27245283126831
2,query_15.sql,success,64.76318740844727
1,query_15.sql,success,75.13050818443298
1,query_81.sql,success,102.49855709075928
2,query_34.sql,success,106.86460995674133
1,query_30.sql,success,112.94177770614624
2,query_30.sql,success,120.34950971603394
0,query_81.sql,success,127.10286712646484
1,query_68.sql,success,127.67237901687622
2,query_79.sql,success,144.60538935661316
0,query_73.sql,success,154.45044374465942
0,query_68.sql,success,163.63435649871826
0,query_92.sql,success,166.81713724136353
1,query_62.sql,success,103.79181957244873
0,query_56.sql,success,266.5713005065918
0,query_76.sql,success,273.9547173976898
1,query_26.sql,success,285.34859681129456
3,query_13.sql,success,294.7730815410614
3,query_45.sql,success,319.3387305736542
3,query_92.sql,success,325.20138478279114
3,query_2.sql,success,333.9648435115814
1,query_56.sql,success,346.42665553092957
1,query_84.sql,success,284.4554874897003
1,query_46.sql,success,205.06135272979736
1,query_95.sql,success,502.08702659606934
1,query_91.sql,success,13.6564781665802
2,query_9.sql,timeout,540
1,query_28.sql,timeout,540
2,query_52.sql,timeout,540
3,query_98.sql,timeout,540
2,query_88.sql,timeout,540
2,query_60.sql,timeout,540
2,query_54.sql,timeout,540
1,query_14.sql,timeout,540
1,query_51.sql,timeout,540
3,query_47.sql,timeout,540
3,query_54.sql,timeout,540
0,query_6.sql,timeout,540
3,query_21.sql,timeout,540
2,query_36.sql,timeout,540
3,query_82.sql,timeout,540
0,query_83.sql,timeout,540
0,query_35.sql,timeout,540
0,query_77.sql,timeout,540
3,query_14.sql,timeout,540
3,query_24.sql,timeout,540
0,query_69.sql,timeout,540
0,query_3.sql,timeout,540
2,query_50.sql,timeout,540
3,query_12.sql,timeout,540
3,query_25.sql,timeout,540
2,query_98.sql,timeout,540
1,query_85.sql,timeout,540
1,query_75.sql,timeout,540
1,query_53.sql,timeout,540
0,query_94.sql,timeout,540
0,query_23.sql,timeout,540
3,query_75.sql,timeout,540
1,query_11.sql,timeout,540
0,query_47.sql,timeout,540
3,query_27.sql,timeout,540
2,query_22.sql,timeout,540
0,query_39.sql,timeout,540
2,query_11.sql,timeout,540
3,query_78.sql,timeout,540
0,query_26.sql,success,428.86452293395996
1,query_7.sql,timeout,540
1,query_60.sql,success,440.7003014087677
1,query_94.sql,timeout,540
2,query_55.sql,timeout,540
2,query_17.sql,timeout,540
2,query_85.sql,timeout,540
1,query_72.sql,timeout,540
3,query_90.sql,success,106.4658899307251
2,query_77.sql,timeout,540
2,query_6.sql,timeout,540
1,query_59.sql,success,269.3732268810272
3,query_66.sql,success,34.781665086746216
2,query_37.sql,timeout,540
0,query_49.sql,timeout,540
0,query_75.sql,timeout,540
0,query_63.sql,timeout,540
3,query_59.sql,success,378.7404091358185
0,query_2.sql,success,177.08754634857178
1,query_92.sql,success,182.22470140457153
3,query_48.sql,success,186.3213231563568
3,query_81.sql,success,190.4505898952484
2,query_81.sql,success,198.3968620300293
0,query_93.sql,success,30.23189091682434
3,query_15.sql,success,211.03931951522827
1,query_32.sql,success,217.72920417785645
2,query_45.sql,success,171.60443830490112
1,query_79.sql,success,229.51441311836243
0,query_29.sql,timeout,540
0,query_17.sql,timeout,540
1,query_4.sql,timeout,540
2,query_62.sql,success,91.6082193851471
3,query_3.sql,timeout,540
2,query_43.sql,success,307.30486512184143
0,query_90.sql,success,310.738440990448
3,query_22.sql,timeout,540
3,query_56.sql,success,319.2523183822632
1,query_34.sql,success,321.84949350357056
3,query_53.sql,timeout,540
2,query_33.sql,success,294.4597268104553
1,query_64.sql,timeout,540
0,query_43.sql,success,355.9028720855713
3,query_99.sql,success,146.71022486686707
3,query_34.sql,success,200.5895059108734
2,query_76.sql,success,382.05735659599304
1,query_31.sql,timeout,540
2,query_18.sql,success,393.49630403518677
2,query_90.sql,success,121.59526252746582
0,query_13.sql,success,221.85029768943787
0,query_46.sql,success,243.3040771484375
1,query_9.sql,timeout,540
2,query_41.sql,timeout,540
